City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
Riyadh,SA,2020-04-03 17:09:26,24.69,46.72,86.0,22,20,16.11,dust,0.0,0.0
Mutoko,ZW,2020-04-03 17:09:26,-17.4,32.23,65.26,55,93,5.1,light rain,0.006692913385826772,0.0
Belaya Gora,RU,2020-04-03 17:09:27,68.53,146.42,-12.3,89,8,4.12,clear sky,0.0,0.0
Maningrida,AU,2020-04-03 17:09:27,-12.07,134.27,80.6,76,13,3.69,few clouds,0.0,0.0
Lebu,CL,2020-04-03 17:09:27,-37.62,-73.65,64.54,51,76,16.22,broken clouds,0.0,0.0
Burnie,AU,2020-04-03 17:09:27,-41.07,145.92,57.0,97,100,1.99,moderate rain,0.23425196850393704,0.0
Mana,GF,2020-04-03 17:09:28,5.66,-53.78,84.36,67,67,10.67,broken clouds,0.0,0.0
Fairbanks,US,2020-04-03 17:09:28,64.84,-147.72,30.0,100,90,2.46,light snow,0.0,0.0
Imeni Zhelyabova,RU,2020-04-03 17:09:28,58.95,36.6,37.27,74,67,12.66,broken clouds,0.0,0.0
Najran,SA,2020-04-03 17:09:28,17.49,44.13,80.6,47,75,11.41,broken clouds,0.0,0.0
Sumbe,AO,2020-04-03 17:09:28,-11.21,13.84,79.43,83,99,4.74,overcast clouds,0.0,0.0
Kashi,CN,2020-04-03 17:09:29,39.45,75.98,53.6,30,63,2.24,broken clouds,0.0,0.0
Temir,KZ,2020-04-03 17:09:29,49.14,57.13,50.43,70,100,15.7,light rain,0.05078740157480315,0.0
Turkistan,KZ,2020-04-03 17:09:29,43.0,68.0,64.85,35,35,8.23,scattered clouds,0.0,0.0
Yellandu,IN,2020-04-03 17:09:29,17.6,80.33,81.23,51,29,4.9,scattered clouds,0.0,0.0
Kalmunai,LK,2020-04-03 17:09:29,7.42,81.82,80.6,77,0,4.41,clear sky,0.0,0.0
Arlit,NE,2020-04-03 17:09:30,18.74,7.39,93.92,8,7,8.03,clear sky,0.0,0.0
Vestmannaeyjar,IS,2020-04-03 17:09:30,63.44,-20.27,32.0,82,75,28.86,broken clouds,0.0,0.0
Lanzhou,CN,2020-04-03 17:09:30,36.06,103.79,37.4,69,40,2.24,scattered clouds,0.0,0.0
Broken Hill,AU,2020-04-03 17:09:30,-31.95,141.43,57.2,71,20,23.04,few clouds,0.0,0.0
Talnakh,RU,2020-04-03 17:09:31,69.49,88.4,10.4,85,40,33.55,light snow,0.0,0.0
Rabak,SD,2020-04-03 17:09:31,13.18,32.74,92.32,10,4,13.76,clear sky,0.0,0.0
Kalmar,SE,2020-04-03 17:09:31,56.66,16.36,37.4,74,66,19.46,broken clouds,0.0,0.0
Swift Current,CA,2020-04-03 17:09:31,50.28,-107.8,17.6,57,1,16.11,clear sky,0.0,0.0
Limbe,CM,2020-04-03 17:09:31,4.02,9.21,87.8,74,40,3.36,scattered clouds,0.0,0.0
Clearwater,US,2020-04-03 17:09:31,27.97,-82.8,82.99,50,1,6.93,clear sky,0.0,0.0
Wardenburg,DE,2020-04-03 17:09:31,53.07,8.2,48.0,45,75,9.17,broken clouds,0.0,0.0
Mocuba,MZ,2020-04-03 17:09:32,-16.84,36.99,71.38,92,68,4.59,light rain,0.04212598425196851,0.0
Tarko-Sale,RU,2020-04-03 17:09:32,64.92,77.78,21.0,82,28,16.6,scattered clouds,0.0,0.0
San Vicente,AR,2020-04-03 17:09:32,-26.62,-54.13,73.15,34,0,5.88,clear sky,0.0,0.0
Port-Cartier,CA,2020-04-03 17:09:32,50.03,-66.87,41.0,92,75,12.75,broken clouds,0.0,0.0
Svetlogorsk,BY,2020-04-03 17:09:33,52.63,29.73,41.61,75,89,9.89,light rain,0.006299212598425198,0.0
Atasu,KZ,2020-04-03 17:09:33,48.68,71.64,43.39,69,1,9.51,clear sky,0.0,0.0
Bathsheba,BB,2020-04-03 17:09:33,13.22,-59.52,80.44,73,95,12.84,overcast clouds,0.0,0.0
Imbituba,BR,2020-04-03 17:09:34,-28.24,-48.67,80.6,69,40,13.87,scattered clouds,0.0,0.0
Manavalakurichi,IN,2020-04-03 17:09:34,8.13,77.3,86.0,70,20,2.24,haze,0.0,0.0
Havre-Saint-Pierre,CA,2020-04-03 17:09:34,50.23,-63.6,41.0,56,90,12.75,overcast clouds,0.0,0.0
Trelew,AR,2020-04-03 17:06:03,-43.25,-65.31,80.19,16,29,9.19,scattered clouds,0.0,0.0
Dawson Creek,CA,2020-04-03 17:09:34,55.77,-120.24,-2.2,76,1,2.24,clear sky,0.0,0.0
Gashua,NG,2020-04-03 17:08:04,12.87,11.05,95.7,13,9,6.11,clear sky,0.0,0.0
Brae,GB,2020-04-03 17:09:35,60.4,-1.35,39.2,69,100,14.99,light snow,0.0,0.005118110236220473
Hasaki,JP,2020-04-03 17:09:35,35.73,140.83,55.4,82,75,10.29,shower rain,0.0,0.0
Basco,PH,2020-04-03 17:09:35,20.45,121.97,77.4,86,46,15.79,light rain,0.012598425196850395,0.0
Wanaka,NZ,2020-04-03 17:09:35,-44.7,169.15,48.0,85,92,4.59,overcast clouds,0.0,0.0
Soeng Sang,TH,2020-04-03 17:09:35,14.43,102.46,86.0,61,16,5.21,few clouds,0.0,0.0
Cuencame,MX,2020-04-03 17:09:35,24.87,-103.7,79.59,9,8,6.73,clear sky,0.0,0.0
Amuntai,ID,2020-04-03 17:09:36,-2.42,115.25,75.85,93,99,1.39,light rain,0.06023622047244095,0.0
Pitea,SE,2020-04-03 17:09:36,65.32,21.48,35.01,93,76,17.22,broken clouds,0.0,0.0
Goderich,CA,2020-04-03 17:09:36,43.75,-81.72,48.99,77,1,12.28,clear sky,0.0,0.0
Grindavik,IS,2020-04-03 17:09:36,63.84,-22.43,30.2,50,90,20.8,overcast clouds,0.0,0.0
Hofn,IS,2020-04-03 17:09:36,64.25,-15.21,28.4,46,100,17.22,light snow,0.0,0.008661417322834646
Hibbing,US,2020-04-03 17:09:37,47.43,-92.94,30.0,85,90,6.93,mist,0.0,0.0
Nawada,IN,2020-04-03 17:09:37,24.88,85.53,73.4,46,0,4.14,haze,0.0,0.0
Zhigansk,RU,2020-04-03 17:09:37,66.77,123.37,11.28,94,100,23.44,overcast clouds,0.0,0.0
Haputale,LK,2020-04-03 17:09:37,6.77,80.96,60.04,73,19,0.31,few clouds,0.0,0.0
Rocha,UY,2020-04-03 17:09:37,-34.48,-54.33,69.19,54,35,11.05,scattered clouds,0.0,0.0
Jumla,NP,2020-04-03 17:06:10,29.27,82.18,41.94,24,18,4.29,few clouds,0.0,0.0
Dovbysh,UA,2020-04-03 17:09:37,50.37,27.99,43.9,60,38,8.81,scattered clouds,0.0,0.0
Janakkala,FI,2020-04-03 17:09:38,60.9,24.6,35.6,64,75,17.22,broken clouds,0.0,0.0
Itoman,JP,2020-04-03 17:09:38,26.12,127.67,69.8,73,75,3.36,broken clouds,0.0,0.0
Big Rapids,US,2020-04-03 17:09:38,43.7,-85.48,62.01,22,1,5.82,clear sky,0.0,0.0
Vostok,RU,2020-04-03 17:09:38,46.49,135.88,26.55,84,100,3.96,light snow,0.0,0.004724409448818898
Dubai,AE,2020-04-03 17:04:55,25.26,55.3,87.8,25,2,6.93,clear sky,0.0,0.0
Klaksvik,FO,2020-04-03 17:09:39,62.23,-6.59,32.0,84,98,1.12,overcast clouds,0.0,0.0
Roald,NO,2020-04-03 17:09:39,62.58,6.13,35.6,64,75,8.05,shower rain,0.0,0.0
Innisfail,AU,2020-04-03 17:09:39,-17.53,146.03,70.47,89,1,3.29,clear sky,0.0,0.0
Tessalit,ML,2020-04-03 17:09:39,20.2,1.01,92.14,9,24,7.81,few clouds,0.0,0.0
Saint-Georges,GD,2020-04-03 17:09:40,12.06,-61.75,84.2,74,20,17.22,few clouds,0.0,0.0
Ribnitz-Damgarten,DE,2020-04-03 17:09:40,54.25,12.47,46.99,56,40,18.34,shower rain,0.0,0.0
El Alto,PE,2020-04-03 17:09:40,-4.27,-81.21,62.6,100,85,14.99,overcast clouds,0.0,0.0
Salina Cruz,MX,2020-04-03 17:09:40,16.17,-95.2,89.26,48,1,10.09,clear sky,0.0,0.0
Sovetskiy,RU,2020-04-03 17:09:40,61.36,63.58,32.29,91,0,10.18,clear sky,0.0,0.0
Fort Nelson,CA,2020-04-03 17:07:21,58.81,-122.7,-2.2,70,75,9.17,broken clouds,0.0,0.0
Atikokan,CA,2020-04-03 17:09:41,48.76,-91.62,31.51,84,100,6.51,light rain,0.026377952755905515,0.0
Linqing,CN,2020-04-03 17:09:41,36.85,115.71,50.54,42,10,6.93,clear sky,0.0,0.0
Hovd,MN,2020-04-03 17:09:41,48.01,91.64,33.44,40,71,5.57,broken clouds,0.0,0.0
Port Pirie,AU,2020-04-03 17:09:41,-33.18,138.02,55.4,76,41,9.17,light rain,0.03385826771653543,0.0
Vao,NC,2020-04-03 17:09:41,-22.67,167.48,76.53,79,93,18.92,overcast clouds,0.0,0.0
Pali,IN,2020-04-03 17:09:41,25.77,73.33,80.58,14,0,8.66,clear sky,0.0,0.0
Elk Plain,US,2020-04-03 17:09:42,47.05,-122.4,44.01,75,90,4.7,overcast clouds,0.0,0.0
Araouane,ML,2020-04-03 17:09:42,18.9,-3.53,97.41,9,37,8.61,scattered clouds,0.0,0.0
Wukari,NG,2020-04-03 17:09:42,7.85,9.78,91.18,50,28,6.62,scattered clouds,0.0,0.0
Shenjiamen,CN,2020-04-03 17:09:42,29.96,122.3,53.42,67,89,9.19,overcast clouds,0.0,0.0
Bonfim,BR,2020-04-03 17:09:42,3.08,-59.95,97.52,34,82,10.8,broken clouds,0.0,0.0
Saint-Denis,FR,2020-04-03 17:09:43,48.92,2.33,57.2,54,90,4.7,overcast clouds,0.0,0.0
Taltal,CL,2020-04-03 17:09:43,-25.4,-70.48,69.76,62,90,4.99,overcast clouds,0.0,0.0
Ayagoz,KZ,2020-04-03 17:09:43,47.97,80.44,37.74,56,94,10.89,overcast clouds,0.0,0.0
Paris,FR,2020-04-03 17:09:40,48.85,2.35,57.2,58,86,6.93,light rain,0.01299212598425197,0.0
Kieta,PG,2020-04-03 17:09:43,-6.22,155.63,77.4,82,100,8.1,moderate rain,0.24133858267716538,0.0
